Nzale Verified
sasa ADV
una VERB
lengo NOUN
la ADJ
kuwaziba VERB
mdomo NOUN
wanahabari NOUN
. PUNCT

Utawala NOUN
wake ADJ
utakuwa VERB
na PART
lengo NOUN
la ADJ
kuwafungua NOUN
mdomo NOUN
wanahabari NOUN
, PUNCT
kwa ADP
kufuata NOUN
mfumo NOUN
wa ADJ
uhuru NOUN
wa ADJ
vyombo NOUN
vya ADJ
habari NOUN
nchini ADV
Ghana PROPN
. PUNCT

Sheria NOUN
na CCONJ
kanuni NOUN
zinazosimamia VERB
vyombo NOUN
vya ADJ
habari NOUN
zimefanyiwa VERB
mabadiliko NOUN
na CCONJ
nyingine ADJ
kuimarishwa NOUN
zaidi ADV
katika ADP
utawala NOUN
wa ADJ
awamu NOUN
ya ADJ
tano ADJ
ya ADJ
Rais NOUN
John PROPN
Pombe PROPN
Magufuli PROPN
. PUNCT

Miongoni SCONJ
mwao SCONJ
ni AUX
sheria NOUN
za ADJ
habari NOUN
mtandaoni ADJ
na CCONJ
kuanzishwa NOUN
kwa ADP
leseni NOUN
za ADJ
kuendesha NOUN
mifumo NOUN
kama ADJ
blogu NOUN
au CCONJ
akaunti NOUN
za ADJ
Youtube PROPN
na CCONJ
kadhalika ADV
. PUNCT

Sheria NOUN
hizo ADJ
zimetumiwa VERB
mara ADV
kadha ADV
na PART
serikali NOUN
ya ADJ
Tanzania PROPN
kufungia NOUN
au CCONJ
kupiga NOUN
faini NOUN
vyombo NOUN
vya ADJ
habari NOUN
kwa ADP
kile PRON
serikali NOUN
inachodhania VERB
ni AUX
maudhui NOUN
yanayokiuka VERB
sheria NOUN
na CCONJ
kanuni NOUN
za ADJ
habari NOUN
. PUNCT

Msimamo NOUN
wa ADJ
serikali NOUN
ya ADJ
Tanzania PROPN
ni AUX
kwamba SCONJ
sheria NOUN
na CCONJ
kanuni NOUN
za ADJ
vyombo NOUN
vya ADJ
habari NOUN
zinahitajika VERB
kuhakikisha NOUN
uadilifu NOUN
katika ADP
kazi NOUN
hiyo ADJ
na CCONJ
pia SCONJ
kulinda NOUN
maslahi NOUN
ya ADJ
taifa NOUN
. PUNCT

Sheria NOUN
za ADJ
mtandaoni ADJ
pia SCONJ
zina VERB
lengo NOUN
la ADJ
kulinda NOUN
maslahi NOUN
ya ADJ
watu NOUN
binafsi ADJ
baada ADP
ya ADP
matukio NOUN
ya ADJ
watu NOUN
kudhalilishwa NOUN
mitandaoni NOUN
. PUNCT

Rais NOUN
wa ADJ
zamani ADJ
wa ADJ
Mali PROPN
Amadou PROPN
Toumani PROPN
Toure PROPN
ambaye ADJ
alipongezwa VERB
sana ADV
kwa ADP
kufanya NOUN
mageuzi NOUN
ya ADJ
kidemokrasia ADJ
nchini ADV
mwake PRON
kabla ADP
ya ADP
kuondolewa NOUN
madarakani NOUN
katika ADP
mapinduzi NOUN
ya ADJ
kijeshi ADJ
mwaka NOUN
wa ADJ
2012 NUM
, PUNCT
amefariki VERB
dunia ADV
akiwa VERB
na PART
umri NOUN
wa ADJ
miaka NOUN
72 NUM
. PUNCT

Maisha NOUN
ya ADJ
Toure PROPN
kwa ADP
kiasi NOUN
kikubwa ADJ
yalionyesha VERB
hali NOUN
ya ADJ
kuanza NOUN
kwa ADP
demokrasia NOUN
nchini ADV
Mali ADV
, PUNCT
ambapo PRON
mrithi NOUN
wake ADJ
Ibrahim PROPN
Boubacar PROPN
Keita PROPN
aliondolewa VERB
madarakani NOUN
katika ADP
mapinduzi NOUN
mengine ADJ
mwezi ADV
Agosti ADV
. PUNCT

Toure PROPN
aliongoza VERB
mapinduzi NOUN
ya ADJ
kijeshi ADJ
mwaka ADV
wa ADV
1991 NUM
dhidi SCONJ
ya SCONJ
kiongozi NOUN
wa ADJ
kijeshi ADJ
Moussa PROPN
Traore PROPN
baada ADP
ya ADP
maandamano NOUN
dhidi SCONJ
ya SCONJ
serekali NOUN
yaliogubikwa VERB
na PART
ghasia NOUN
. PUNCT

Aliandaa VERB
uchaguzi NOUN
wa ADJ
kidemokrasia ADJ
mwaka NOUN
moja ADJ
baadaye ADV
na CCONJ
kukabidhi NOUN
madaraka NOUN
kwa ADP
rais NOUN
raia NOUN
, PUNCT
na CCONJ
hivyo ADJ
kupata NOUN
jina NOUN
la ADJ
umaarufu NOUN
la ADJ
Askari PUNCT
wa NOUN
Demokrasia ADJ
. NOUN

Toure PROPN
amefariki VERB
dunia ADV
Jumatatu ADV
usiku ADV
nchini ADV
Uturuki PROPN
, PUNCT
afisa NOUN
muandamizi NOUN
wa ADJ
karibu NOUN
yake ADJ
Seydou PROPN
Cissouma PROPN
ameliambia VERB
shirika NOUN
la ADJ
habari NOUN
la ADJ
Reuters PROPN
, PUNCT
bila SCONJ
kutoa NOUN
maelezo NOUN
zaidi ADJ
. PUNCT

Gazeti NOUN
la ADJ
Jeune PROPN
Afrique PROPN
limeripoti VERB
kwamba SCONJ
Toure PROPN
alisafirishwa VERB
nchini ADV
Uturuki PROPN
baada ADP
ya ADP
kufanyiwa NOUN
upasuaji NOUN
wa ADJ
moyo NOUN
mjini NOUN
Bamako PROPN
. PUNCT

- PUNCT
Imetayarishwa VERB
na PART
Patrick PROPN
Nduwimana PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Kiongozi NOUN
wa ADJ
kiimani ADJ
wa ADJ
Tibet PROPN
, PUNCT
Dalai PROPN
Lama PROPN
, PUNCT
ameisihi VERB
dunia NOUN
kuwa AUX
shujaa NOUN
na CCONJ
kuchukua NOUN
chanjo NOUN
dhidi SCONJ
ya SCONJ
COVID-19 PROPN
. PUNCT

Kiongozi NOUN
huyo ADJ
aliyasema VERB
hayo PRON
Jumamosi ADV
baada ADP
ya ADP
kudungwa NOUN
chanjo NOUN
ya ADJ
virusi NOUN
vya ADJ
Corona PROPN
katika ADP
mji NOUN
wa ADJ
kaskazini ADP
mwa ADP
India PROPN
wa ADJ
Dharmsala PROPN
. PUNCT

Hata SCONJ
hivyo SCONJ
, PUNCT
vyanzo NOUN
vya ADJ
habari NOUN
vinasema VERB
baadhi SCONJ
ya SCONJ
nchi NOUN
zinapata VERB
shida NOUN
kupata NOUN
chanjo NOUN
za ADJ
kutosha NOUN
kwa ADP
watu NOUN
wake ADJ
. PUNCT

Hofu NOUN
ya ADJ
kuhodhi NOUN
chanjo NOUN
imeanza VERB
kuibuka NOUN
, PUNCT
kufuatia SCONJ
habari NOUN
kwamba SCONJ
Italia PROPN
imezuia VERB
shehena NOUN
ya ADJ
chanjo NOUN
za ADJ
AstraZeneca PROPN
kwenda VERB
Australia PROPN
. PUNCT

Ripoti NOUN
ya ADJ
shirika NOUN
la ADJ
habari NOUN
la ADJ
AP PROPN
inasema VERB
kuwa SCONJ
Umoja NOUN
wa ADJ
Ulaya PROPN
umepanga VERB
kuiomba NOUN
Washington PROPN
kuhakikisha NOUN
kuwa SCONJ
nchi NOUN
za ADJ
EU PROPN
zinapata VERB
mamilioni NOUN
ya ADJ
dozi NOUN
za ADJ
chanjo NOUN
za ADJ
AstraZeneca PROPN
ambazo ADJ
bado ADV
wanazihitaji VERB
, PUNCT
pamoja SCONJ
na SCONJ
vitu NOUN
vinavyohitajika VERB
katika ADP
kutengeneza NOUN
chanjo NOUN
. PUNCT

Tunaamini VERB
tunaweza VERB
kufanya NOUN
kazi NOUN
pamoja SCONJ
na SCONJ
Marekani PROPN
, PUNCT

tume NOUN
ya ADJ
Ulaya PROPN
imesema VERB
katika ADP
taarifa NOUN
yake ADJ
. PUNCT

Misri PROPN
imepanua VERB
utoaji NOUN
wake ADJ
wa ADJ
chanjo NOUN
ya ADJ
virusi NOUN
vya ADJ
Corona PROPN
Alhamisi ADV
kuwajumuisha VERB
wazee NOUN
na CCONJ
watu NOUN
wenye ADJ
magonjwa NOUN
sugu ADJ
baada ADP
ya ADP
wiki NOUN
kadhaa ADJ
za ADJ
kuwapa NOUN
chanjo NOUN
ya ADJ
wafanyakazi NOUN
wa ADJ
afya NOUN
, PUNCT
baraza NOUN
la ADJ
mawaziri NOUN
limesema VERB
. PUNCT

Karibu ADV
watu NOUN
153,000 NUM
wameomba VERB
chanjo NOUN
tangu ADV
Jumapili ADV
wakati ADV
nchi NOUN
hiyo ADJ
ya ADJ
Kaskazini ADP
mwa ADP
Afrika PROPN
ilipofungua VERB
usajili NOUN
mtandaoni ADJ
, PUNCT
baraza NOUN
la ADJ
mawaziri NOUN
lilisema VERB
katika ADP
taarifa NOUN
. PUNCT

Misri PROPN
, PUNCT
nchi NOUN
ya ADJ
kiarabu ADJ
yenye ADJ
idadi NOUN
kubwa ADJ
ya ADJ
watu NOUN
duniani ADJ
ikiwa VERB
na PART
zaidi SCONJ
ya SCONJ
milioni NOUN
100 NUM
, PUNCT
imeandaa VERB
vituo NOUN
40 NUM
vya ADJ
chanjo NOUN
na CCONJ
ina VERB
mpango NOUN
wa ADJ
kuongeza NOUN
idadi NOUN
ya ADJ
vituo NOUN
hivyo ADJ
baada ADP
ya ADP
kuwasili NOUN
kwa ADP
chanjo NOUN
zaidi ADJ
Waziri NOUN
Mkuu ADJ
Mostafa PROPN
Madbouly PROPN
alisema VERB
. PUNCT

Misri PROPN
ilipokea VERB
dozi NOUN
350,000 NUM
za ADJ
chanjo NOUN
ya ADJ
corona PROPN
iliyotengenezwa VERB
na PART
shirika NOUN
la ADJ
dawa NOUN
la ADJ
China PROPN
( PUNCT
Sinopharm PROPN
) PUNCT
kwa ADP
shehena NOUN
mbili ADJ
tangu ADV
mwezi ADV
Desemba ADV
, PUNCT
pamoja SCONJ
na SCONJ
dozi NOUN
50,000 NUM
za ADJ
chanjo NOUN
iliyotengenezwa VERB
na PART
AstraZeneca PROPN
mwezi ADV
Februari ADV
. PUNCT

Mwenyekiti NOUN
wa ADJ
Chama NOUN
Cha ADJ
Mapinduzi NOUN
( PUNCT
CCM PROPN
) PUNCT
ambaye ADJ
pia SCONJ
ni AUX
mgombea NOUN
urais NOUN
wa ADJ
Jamhuri NOUN
ya ADJ
Muungano NOUN
wa ADJ
Tanzania PROPN
, PUNCT
Dkt NOUN
. PUNCT

John PROPN
Pombe PROPN
Magufuli PROPN
amewaasa VERB
wananchi NOUN
wa ADJ
Zanzibar PROPN
kumchagua NOUN
Dkt NOUN
. PUNCT

Hussein PROPN
Ali PROPN
Hassan PROPN
Mwinyi PROPN
kuwa AUX
Rais NOUN
wa ADJ
Serikali NOUN
ya ADJ
Mapinduzi NOUN
Zanzibar PROPN
badala SCONJ
ya SCONJ
kuchagua NOUN
mgombea NOUN
wa ADJ
chama NOUN
cha ADJ
upinzani NOUN
ambaye ADJ
bila SCONJ
kumtaja NOUN
jina NOUN
, PUNCT
rais NOUN
Magufuli PROPN
amesema VERB
ni AUX
mzee ADV
na CCONJ
amekuwa AUX
akigombea VERB
kila ADV
mara ADV
na CCONJ
anashindwa VERB
. PUNCT

Magufuli PROPN
amesema VERB
hayo PRON
Jumamosi ADV
, PUNCT
Julai ADV
11 NUM
, PUNCT
2020 NUM
katika ADP
hotuba NOUN
yake ADJ
ya ADJ
kukubali NOUN
uteuzi NOUN
mara ADV
baada ADP
ya ADP
kuchaguliwa NOUN
kwa ADP
kishindo NOUN
. PUNCT

Magufuli PROPN
alichaguliwa VERB
kwa ADP
kura NOUN
1,822 NUM
( PUNCT
asilimia NOUN
100 NUM
) PUNCT
anaingia VERB
katika ADP
kinyang'anyrio NOUN
cha ADJ
urais NOUN
kwa ADP
tiketi NOUN
ya ADJ
CCM PROPN
kuwania NOUN
tena ADV
urais NOUN
wa ADJ
Tanzania PROPN
na CCONJ
Dkt NOUN
. PUNCT

Mwinyi PROPN
amepitishwa VERB
na ADP
chama NOUN
hicho ADJ
kuwania NOUN
urais NOUN
wa ADJ
Zanzibar PROPN
. PUNCT

Hussein PROPN
Mwinyi PROPN
namzidi VERB
umri NOUN
, PUNCT
kanichagulieni VERB
huyu PRON
na CCONJ
mimi PRON
nitajisikia VERB
raha NOUN
, PUNCT
sio AUX
mkanichagulie VERB
mtu NOUN
ambaye ADJ
nikifika VERB
Zanzibar PROPN
nitamuambia VERB
Shikamoo NOUN
, PUNCT
inachosha VERB
, PUNCT
msinichagulie VERB
shikamoo NOUN
mtanipa VERB
taabu NOUN
, PUNCT
nichagulieni VERB
huyu PRON
nitampa VERB
nguvu NOUN
zote ADJ
kwa SCONJ
kuwa SCONJ
ni AUX
Mdogo NOUN
wangu ADJ
. PUNCT
Hussein PROPN
Mwinyi PROPN
ni AUX
mnyenyekevu ADJ
sana ADV
, PUNCT
hajaubeba VERB
urais NOUN
wa ADJ
baba NOUN
yake ADJ
, PUNCT
na CCONJ
ndio AUX
maana SCONJ
wakati NOUN
anashukuru VERB
hapa PRON
hajaanza VERB
kumshukuru NOUN
baba NOUN
yake ADJ
, PUNCT
kamshukuru VERB
Mkapa PROPN
, PUNCT
akamshukuru VERB
Kikwete PROPN
kisha ADV
kanishukuru VERB
mimi ADJ
akafuata VERB
baba NOUN
yake ADJ
, PUNCT
Mwinyi PROPN
ana VERB
hekima NOUN
. PUNCT

Nawaambia VERB
hii ADJ
siri NOUN
, PUNCT
Hussein PROPN
Mwinyi PROPN
nilimteua VERB
kuwa AUX
mgombea NOUN
mwenza ADJ
pamoja SCONJ
na SCONJ
Mama NOUN
Samia PROPN
, PUNCT
lakini CCONJ
kwa SCONJ
kuwa SCONJ
Mama NOUN
Samia PROPN
ni AUX
mwanamke NOUN
akashinda VERB
kuwa AUX
makamu NOUN
wa ADJ
rais NOUN
, PUNCT
maana SCONJ
huwezi VERB
kushindana NOUN
na CCONJ
Wanawake NOUN
ukashinda VERB
, PUNCT
wanawake NOUN
wanatuzidi VERB
kwa ADP
mambo NOUN
mengi ADJ
, PUNCT
wanawake NOUN
oyee X
Kama SCONJ
atachaguliwa VERB
Mwinyi PROPN
, PUNCT
tutayaona VERB
matokeo NOUN
, PUNCT
nawaomba VERB
wazanzibari NOUN
acheni VERB
mambo NOUN
ya ADJ
upemba NOUN
na CCONJ
uunguja NOUN
, PUNCT
ukaskazini NOUN
wala CCONJ
ukusini NOUN
na CCONJ
muwe ADJ
na PART
Zanzibar PROPN
yenye ADJ
maendeleo NOUN
. PUNCT

Nitoe VERB
wito NOUN
kwa ADP
vyama NOUN
vya ADJ
siasa NOUN
tusiwe VERB
na CCONJ
Wagombea NOUN
hao ADJ
hao ADJ
, PUNCT
tubadilishe VERB
sampuli NOUN
, PUNCT
sio AUX
kila ADV
siku ADV
watu NOUN
wale ADJ
wale ADJ
, PUNCT
Mungu PROPN
hajakuumba VERB
wewe PRON
tu ADV
kwamba SCONJ
uwe VERB
kiongozi NOUN
kila ADV
siku ADV
, PUNCT
tuwaachie VERB
wengine ADV
, PUNCT
mzee NOUN
Kikwete PROPN
angeweza VERB
kuendelea NOUN
kuwa AUX
mwenyekiti NOUN
ila SCONJ
aliniachia VERB
na CCONJ
waliotangulia VERB
walifanya VERB
hivyo ADV
hivyo ADV
, PUNCT
amesema VERB
Magufuli PROPN
. PUNCT

Msemaji NOUN
wa ADJ
White PROPN
House PROPN
, PUNCT
Jen PROPN
Psaki PROPN
alisema VERB
Rais NOUN
Biden PROPN
na CCONJ
mkewe NOUN
watakutana VERB
na PART
wana NOUN
familia NOUN
ambao PRON
wamelazimika VERB
kuvumilia NOUN
janga NOUN
hili ADJ
baya ADJ
na CCONJ
vile SCONJ
vile SCONJ
kuwashukuru NOUN
wahudumu NOUN
waliofika AUX
kwanza ADV
kutoa NOUN
msaada NOUN
pamoja SCONJ
na SCONJ
timu NOUN
ya ADJ
uokozi NOUN
Rais NOUN
wa ADJ
Marekani PROPN
Joe PROPN
Biden PROPN
na CCONJ
mkewe NOUN
wanasafiri VERB
Alhamisi ADV
kwenda VERB
Surfside ADV
kwenye ADP
jimbo NOUN
la ADJ
Florida PROPN
mahala NOUN
ambapo ADJ
timu NOUN
za ADJ
utafutaji NOUN
na CCONJ
uokozi NOUN
zinafanya VERB
kazi NOUN
kwa ADP
siku ADV
ya ADV
nane ADV
mfululizo ADV
kwenye ADP
eneo NOUN
lilipoanguka VERB
jengo NOUN
la ADJ
makaazi NOUN
lenye ADJ
ghorofa NOUN
12 NUM
. PUNCT

Maafisa NOUN
wa ADJ
eneo NOUN
hilo ADJ
walisema VERB
Jumatano ADV
kwamba SCONJ
idadi NOUN
ya ADJ
waliokufa NOUN
kutokana SCONJ
na SCONJ
kuanguka NOUN
kwa ADP
jengo NOUN
iliongezeka VERB
hadi ADP
18 NUM
wakiwemo VERB
watoto NOUN
wawili ADJ
. PUNCT

Msemaji NOUN
wa ADJ
White NOUN
House NOUN
, PUNCT
Jen PROPN
Psaki PROPN
alisema VERB
rais NOUN
na CCONJ
mkewe NOUN
watakutana VERB
na ADP
wanafamilia NOUN
ambao ADJ
wamelazimika VERB
kuvumilia NOUN
janga NOUN
hili ADJ
baya ADJ
na CCONJ
vile SCONJ
vile SCONJ
kuwashukuru NOUN
wahudumu NOUN
waliofika AUX
kwanza ADV
kutoa NOUN
msaada NOUN
pamoja SCONJ
na SCONJ
timu NOUN
ya ADJ
uokozi NOUN
. PUNCT

Msemaji NOUN
wa ADJ
White PROPN
House PROPN
alipoulizwa VERB
ikiwa SCONJ
Biden PROPN
na CCONJ
mkewe NOUN
wataenda VERB
kwenye ADP
eneo NOUN
mahala NOUN
jengo NOUN
lilipoanguka VERB
alisema VERB
maelezo NOUN
hayo ADJ
bado ADV
hayajaamuliwa VERB
lakini CCONJ
rais NOUN
alikuwa AUX
amesisitiza VERB
kwamba SCONJ
kila ADV
sehemu NOUN
ya ADJ
ziara NOUN
yake ADJ
inahitaji VERB
kuratibiwa NOUN
na CCONJ
maafisa NOUN
waliopo AUX
kwenye ADP
eneo NOUN
. PUNCT

Meya NOUN
wa ADJ
kaunti NOUN
ya ADJ
Miami PROPN
- PUNCT
Dade PROPN
, PUNCT
Daniella PROPN
Levine PROPN
Cava PROPN
, PUNCT
alitangaza VERB
Jumatano ADV
kwa ADP
twitter NOUN
idadi NOUN
ya ADJ
watu NOUN
waliopatikana VERB
hivi ADV
karibuni ADV
kutokana SCONJ
na SCONJ
kuanguka NOUN
kwa ADP
jengo NOUN
hilo ADJ
la ADJ
ghorofa NOUN
na CCONJ
kwamba SCONJ
watu NOUN
145 NUM
bado ADV
hawajulikani VERB
walipo VERB
. PUNCT

Chanzo NOUN
cha ADJ
Habari NOUN
: PUNCT
VOA PROPN
News NOUN
Marekani PROPN
, PUNCT
Jumatatu NOUN
imeweka VERB
vikwazo NOUN
vingine ADJ
dhidi SCONJ
ya SCONJ
Iran PROPN
, PUNCT
kukabiliana NOUN
na ADP
mipango NOUN
ya ADJ
Tehran PROPN
ya ADJ
nyuklia NOUN
, PUNCT
makombora NOUN
na CCONJ
uzalishaji NOUN
wa ADJ
silaha NOUN
wenye ADJ
utata NOUN
. PUNCT

Vikwazo NOUN
hivyo ADJ
ni AUX
kukabilina NOUN
na ADP
kitisho NOUN
cha ADJ
Tehran PROPN
, PUNCT
na CCONJ
kuifanya VERB
Washington PROPN
kutaka NOUN
vikwazo NOUN
zaidi ADJ
vya ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
kwa ADP
Iran PROPN
ambavyo ADJ
havikukubaliwa VERB
Jumamosi NOUN
iliyopita VERB
. PUNCT

Mshauri NOUN
wa ADJ
usalama NOUN
wa ADJ
taifa NOUN
wa ADJ
White PROPN
House PROPN
, PUNCT
Robert PROPN
O'Brien PROPN
, PUNCT
amesema VERB
Jumatatu ADV
kwamba SCONJ
utawala NOUN
wa ADJ
rais NOUN
wa ADJ
Marekani PROPN
, PUNCT
Donald PROPN
Trump PROPN
, PUNCT
unaweka VERB
vikwazo NOUN
vipya ADJ
kwa ADP
Iran PROPN
. PUNCT

Vikwazo NOUN
hivyo ADJ
vinajumuisha VERB
kudhibiti NOUN
biashara NOUN
27 NUM
, PUNCT
na CCONJ
watu NOUN
wanaohusiana VERB
na ADP
programu NOUN
za ADJ
silaha NOUN
za ADJ
nyuklia NOUN
wa ADJ
Iran PROPN
. PUNCT

Amri NOUN
ya ADJ
kiutendaji NOUN
ya ADJ
White NOUN
House NOUN
inaelezea VERB
mipango NOUN
ya ADJ
kuzuia NOUN
mali NOUN
za ADJ
watu NOUN
wanaohusika VERB
kusafirisha NOUN
mali NOUN
ghafi ADJ
za ADJ
silaha NOUN
, PUNCT
na CCONJ
vifaa NOUN
vya ADJ
jeshi NOUN
kwenda ADV
na CCONJ
kutoka NOUN
Iran PROPN
. PUNCT

Wizara NOUN
za ADJ
mambo NOUN
ya ADJ
nje NOUN
na CCONJ
biashara NOUN
za ADJ
Marekani PROPN
, PUNCT
pia SCONJ
zimeelezea VERB
namna NOUN
raia NOUN
hao ADJ
wa ADJ
kigeni ADJ
, PUNCT
na CCONJ
biashara NOUN
zitakavyo VERB
kabiliwa NOUN
na PART
vikwazo NOUN
. PUNCT

Maelfu NOUN
ya ADJ
watu NOUN
wamekusanyika VERB
Ijumaa ADV
kwenye ADP
uwanja NOUN
mkuu ADJ
wa ADJ
mji NOUN
mkuu ADJ
wa ADJ
Chad PROPN
, PUNCT
N'Djamena PROPN
, PUNCT
kutoa NOUN
heshima NOUN
zao ADJ
kwa ADP
hayati NOUN
Rais NOUN
Idriss PROPN
Deby PROPN
, PUNCT
aliyeuawa VERB
akiongoza VERB
wanajeshi NOUN
wake ADJ
dhidi SCONJ
ya SCONJ
shambulizi NOUN
la ADJ
waasi NOUN
Jumatatu NOUN
. PUNCT

Rais NOUN
wa ADJ
Ufaransa PROPN
Emmanuel PROPN
Macron PROPN
, PUNCT
Rais NOUN
wa ADJ
Guinea PROPN
Alpha PROPN
Conde PROPN
na CCONJ
viongozi NOUN
kadhaa ADJ
wa ADJ
Afrika PROPN
walikuwa AUX
wanatarajiwa VERB
kushiriki NOUN
mazishi NOUN
ya ADJ
Deby PROPN
, PUNCT
licha SCONJ
ya SCONJ
onyo NOUN
la ADJ
waasi NOUN
waliowataka VERB
viongozi NOUN
hao ADJ
wasishiriki VERB
kwa ADP
sababu NOUN
za ADJ
kiusalama ADJ
. PUNCT

Deby PROPN
aliiongoza VERB
Chad PROPN
kwa ADP
zaidi SCONJ
ya SCONJ
miaka NOUN
30 NUM
. PUNCT

Licha SCONJ
ya SCONJ
kukosolewa NOUN
na PART
makundi NOUN
ya ADJ
haki NOUN
za ADJ
binadamu NOUN
kwa ADP
utawala NOUN
wake ADJ
wa ADJ
kiimla NOUN
, PUNCT
Deby PROPN
alijiimarisha VERB
kama SCONJ
mshirika NOUN
muhimu ADJ
wa ADJ
kijeshi ADJ
wa ADJ
madola NOUN
ya ADJ
magharibi NOUN
, PUNCT
katika ADP
vita NOUN
vya ADJ
kimataifa ADJ
dhidi SCONJ
ya SCONJ
wanamgambo NOUN
wa ADJ
Kiislamu ADJ
. PUNCT

Kifo NOUN
chake PRON
kilitangazwa VERB
na PART
jeshi NOUN
Jumanne ADV
, PUNCT
siku NOUN
moja ADJ
baada ADP
ya ADP
maafisa NOUN
wa ADJ
uchaguzi NOUN
kusema NOUN
kwamba SCONJ
alishinda VERB
muhula NOUN
wa ADJ
sita ADJ
madarakani NOUN
. PUNCT

Vyama NOUN
vingi ADJ
vya ADJ
upinzani NOUN
vilisusia VERB
uchaguzi NOUN
. PUNCT

Jana ADV
, PUNCT
gari NOUN
ambalo ADJ
lilikuwa AUX
na PART
kipaza NOUN
sauti NOUN
lilizunguka VERB
mjini NOUN
N'djamena PROPN
likiwaambia VERB
wakazi NOUN
kutokuwa NOUN
na PART
wasiwasi NOUN
watakaposikia VERB
milio NOUN
ya ADJ
mizinga NOUN
, PUNCT
Deby PROPN
atapigiwa VERB
mizinga NOUN
21 NUM
ya ADJ
kumpa NOUN
heshma NOUN
. PUNCT

Meli NOUN
ambayo ADJ
ilikiwa AUX
imeziba VERB
mfereji NOUN
wa ADJ
Suez PROPN
kwa ADP
takriban ADV
wiki ADV
moja ADV
mwezi ADV
Machi ADV
inashikiliwa VERB
baharini NOUN
wakati NOUN
huu ADJ
. PUNCT

Mamlaka NOUN
za ADJ
mfereji NOUN
wa ADJ
Suez PROPN
inataka VERB
kulipwa NOUN
fidia NOUN
ya ADJ
dola NOUN
milioni ADJ
916 NUM
kutoka ADP
kwa ADP
kampuni NOUN
ya ADJ
Japan PROPN
inayomiliki VERB
meli NOUN
hiyo ADJ
. PUNCT

Taarifa NOUN
hizo ADJ
zimetolewa VERB
na PART
moja SCONJ
ya SCONJ
makampuni NOUN
ya ADJ
bima NOUN
ya ADJ
meli NOUN
hiyo ADJ
na CCONJ
vyanzo NOUN
vingine ADJ
vya ADJ
kutoka ADP
katika ADP
mamlaka NOUN
za ADJ
mfereji NOUN
wa ADJ
Suez PROPN
na CCONJ
kuripotiwa NOUN
na PART
shirika NOUN
la ADJ
habari NOUN
la ADJ
Reuters PROPN
Jumanne NOUN
. PUNCT

Meli NOUN
ya ADJ
Ever PROPN
Given PROPN
inayomilikiwa VERB
na PART
Shoei PROPN
Kisen PROPN
imekuwa AUX
katika ADP
maeneo NOUN
mawili ADJ
ya ADJ
maji NOUN
yanayogawanyisha VERB
mfereji NOUN
wa ADJ
Suez PROPN
toka SCONJ
ilipotolewa VERB
Machi ADV
29 NUM
, PUNCT
huku CCONJ
mamlaka NOUN
ya ADJ
mfereji NOUN
wa ADJ
Suez PROPN
( PUNCT
SGA PROPN
) PUNCT
ikifanya VERB
uchunguzi NOUN
. PUNCT

Vyanzo NOUN
viwili ADJ
vya ADJ
SGA PROPN
vilivyokataa VERB
kutambulishwa NOUN
vimeiambia VERB
Reuters PROPN
kwamba SCONJ
amri NOUN
ya ADJ
mahakama NOUN
imetolewa VERB
kuishikilia NOUN
meli NOUN
hiyo ADJ
. PUNCT

Mazungumzo NOUN
juu ADP
ya ADP
fidia NOUN
yanaendelea VERB
kwa ADP
mujibu NOUN
wa ADJ
moja AUX
ya ADJ
vyanzo NOUN
vya ADJ
taarifa NOUN
hii ADJ
. PUNCT

Bodi NOUN
ya ADJ
usimamizi NOUN
ya ADJ
Facebook PROPN
siku NOUN
ya ADJ
Jumatano ADV
ilishikilia VERB
uamuzi NOUN
wake ADJ
wa ADJ
kupiga NOUN
marufuku NOUN
Rais NOUN
wa ADJ
zamani ADJ
wa ADJ
Marekani PROPN
Donald PROPN
Trump PROPN
kutuma NOUN
maoni NOUN
kwenye ADP
akaunti NOUN
zake ADJ
za ADJ
Facebook PROPN
na CCONJ
Instagram PROPN
, PUNCT
hatua NOUN
iliyowekwa VERB
baada ADP
ya ADP
kuchapisha NOUN
maneno NOUN
ya ADJ
uchochezi NOUN
wakati NOUN
mamia NOUN
ya ADJ
wafuasi NOUN
wake ADJ
walipovamia VERB
bunge NOUN
la ADJ
Marekani PROPN
mnamo ADV
Januari ADV
6 NUM
. PUNCT

Jopo NOUN
hilo ADJ
la ADJ
kujitegemea NOUN
hata ADV
hivyo ADV
, PUNCT
liliacha VERB
wazi ADV
uwezekano NOUN
kwamba SCONJ
Trump PROPN
anaweza VERB
kurudi NOUN
kwenye ADP
tovuti NOUN
yao ADJ
maarufu ADJ
, PUNCT
akisema VERB
haikuwa VERB
sawa ADV
kwa ADP
Facebook PROPN
kuweka NOUN
adhabu NOUN
isiyojulikana VERB
na CCONJ
isiyo VERB
na PART
kipimo NOUN
ya ADP
kusimamishwa NOUN
kwa ADP
muda NOUN
usiojulikana ADJ
. PUNCT

Jopo NOUN
hilo ADJ
la ADJ
uangalizi NOUN
liliwapa VERB
watendaji NOUN
wa ADJ
Facebook PROPN
miezi ADV
sita ADV
kukagua NOUN
tena ADV
adhabu NOUN
