eng	pcm
He said the federal government disbursed money to the Anchor and in conjunction with the participating States, for land clearing, provision of seeds for planting, inputs such as knapsack sprayers, tube wells, pumping machines, ploughs, combined harvesters, rice milling machines and production lines, packaging were also provided.	He tok say federal goment share di moni to di Anchor and in conjunction wit di participatin States, for land clearin, provision of seeds for plantin, inputs like  knapsack sprayers, tube wells, pumpin machines, ploughs, combined harvesters, rice millin machines and production lines, packagin na hin dey provide.
Furthermore, analysis of the ABP programme indicates that funds provided at low interest made possible: easy access to rice farmers; economies of scale as large clusters of farmers are enlisted into the programme; enhanced the rice value chain in the form of finance to primary producers to processors “ handlers “ wholesalers “ storage “ marketing (branding) “ export; improvement in farmers fortunes; and employment generation.	Furthermore, analysis of di ABP programme show say funds wey dem provide for low interest make am possible: easy access to rice farmers dem; economies of scale as plenti of farmers na hin dem enlist into di programme; enhance di rice value chain in form of finance for primary producers go processors “ handlers “ wholesalers “ storage “ marketin (branding) “ export; improvement of farmers dem fortunes; and employment generation.
The others are food sufficiency, thereby banishing poverty and insecurity; generation of revenue as farmers will now pay taxes; and improvement in the economy as naira gains value.	Di remainin na food sufficient, so tey poverty banish and insecurity, generation of revenue as farmer go pay tax and improvement for economy as naira gain value
He also noted that this ease of production of rice -the most valued staple in Nigeria- has been successfully practiced and celebrated in some states like Kebbi, Jigawa, Sokoto, Niger, Kwara, Ebonyi etc.	Hin kom note say di ease of production of rice wey be di staple wey get value pass for Nigeria don successful practice and celebrate for some state like Kebbi, Jigawa, Sokoto, Niger, Kwara, Ebonyi
It is gratifying that today, Ekiti State is now joining the train as a participant in the Anchor Borrowers Programme of the CBN, in partnership with the National body of Rice Farmers Association of Nigeria led by Alhaji Goronyo.	E dey grate say today , Ekiti State don now join di train as participant for di Anchor Borrowers Programme of di CBN, wey dey partnership wit National bodi Rice farmer Association of Nigeria wey Anchor Borrower lead
Bode George describes Constitution review as a charade	Bode George describe constitution review as charade
Former Deputy National Chairman of the Peoples Democratic Party (PDP), Chief Olabode George, has described the ongoing constitutional review by the National Assembly as a charade.	former Deputy National Chairman of di pipo Demcratic paryi (PDP)Chief Olabode George, don describe di constitution review wey dey go  by di National Assembly as charade
He said the unanimous position of the Nigerian people is the total overhaul of the present constitution, adding, Nothing else will do.	Hin tok say di position wey dey unanimous of di Nigeria pipo na total overhaul of di present constitution addin, nothin else go do
According to him, a genuineremedy would be to revisit the report of the 2014 Constitutional Conference which he noted has been generally applauded for the sweeping breadth of its equity and democratic balance in rectifying the prejudicial and unworkable structures that are on the ground now.	Accordin to am, genuine remedy make dem go check di report of di 2014 Constitutional Conference again, wey he note say dey don generally applaud sake of di sweepin breadth of hin equity and democratic balance to correct di prejudicial and unworkable structures wey dey ground now.
In an open letter to the Senate President, George also faulted the process of the ongoing constitution review, especially the public hearing held last week, noting that many people were deliberately denied the openness of democratic contributions.	For one open letter to  Senate President, George fault di process of di constitution review wey dey go on, especially di public hearin wey apun last week, as he note say plenti pipo na hin dey purposely deny di openness of democratic contributions.
He said, The hearing was stage-managed, anchored in prejudice, framed in puppeteering identification.	Hin tok say di hearing dey stage manage, anchored for prejudice, frame for puppeteerin indentification
Alternative views were cast aside, flung into the pits.	Alternative view na e dey cast aside, fling inside pit
This is not right.	Dis one no correct
This is not just.	Dis no dey just
It is obvious that the Committee is not interested in true and thorough representation of the will of the Nigerian people.	e really dey show say di Committee no dey ready  for true and thorough representation wey be di will of Nigeria pipo
It appears to be working with a script towards a predetermined end.	e appear say to dey work wit script near predetermined end
The contributions were narrow, overtly partisan, one-sided, lacking in plural contributory logic.	di contribution dey narrow, over partisan, one side, lackin for plural contribution logic
This is not acceptable to the Nigerian people.	Nigeria pipo no dey gree am
The structure of the present constitution is so biased, so flawed and so mangled with inequities that a mere review will not be sufficient to correct all the glaring wrongs afflicting the Nigerian state.	Di structure of di present contitution too get ojoro, e get flaw and e dey mingle wit inequities, he say mare review no go dey enough to correct all di glarin wrong wey dey afflict Nigeria state
The PDP leader said as a believer in the unity of the Nigerian state, he stated that the nation can emerge stronger and better only when all the component units that make up our nation have a sense of belongingness and general accommodation regardless of tribe or sectarian belief, when everyone is treated equally without ethnic bias, when merit is the sole determinant of public positions.	PDP leader tok say as a believerfor di unity of di Nigerian state, he tok say di nation fit emerge stronger and better only wen all di component units form our nation fit get sense of belongingness and general accommodation wey em no go dey look tribe or sectarian belief, wen evribodi  go be di same witout ethnic bias, wen merit na di sole determinant of public positions.
This can only be achieved with a peoples constitution.	We fit only achieve am wit dem pipo and constitution
This is indeed what we should work for rather than the charade and the present jamboree that is chaired by Senator Ovie Omo “ Agege.	Na wetin we suppose work for be dis instead charade and present jamboree wey Senator Ovie omo Agege 
Enough of this false and misleading engagement.	 E don do for all dis false and misleadin engagement
Lets renew our nation through the pursuit of the truth and the resolve on the fairness doctrine.	Make we renew awa nation through as we dey pursuit di truth and resolve on di fairness doctrine
Their-in resides the national salvation,he added.	Dia in reside di national salvation; hin add
A love letter to Mallam Nasir el-Rufai (I)	Wan love letter wey dem write give Mallam Nasir el-Rufa
I had made up my mind to write to you openly before I saw the viral video by Dr Shadi Sabeh in which he appealed to you passionately to temper your actions with a human facewith regard to the proposed sacking of 20,000 staff of the Kaduna State Government.	I been don make my mind up to write give you openly before I see di viral video by Dr Shadi Sabehwey dey beg you do wetin you wan d wit human feelins regardin di 20,000 staff of the Kaduna State Goment wey you propose to sack.
I do not quite agree with Dr Sabeh that people should be kept in service just to pay them as a social service.	I too agree wit Dr Sabeh say pipo say make dem kip pipo for service just to play dem as social service
Nigeria cannot afford that for now.	Nigeria no fit afford am now
Our economy is not a 10th as developed as the US economy	awa Economy no dey develop 10th as US economy take be
was in the 1930s when it went through the Great Depression.	Na 1930s wen e go through di Great Depression
However, Dr Sabeh is right to the extent that Keynesianism is back world over and a government must necessarily think about the impact of its policies on the people it serves.	Howeva, Dr Sabeh dey right to extend say Keynesianism don back world ova and goment must necessary think about di impact of hin policy on di pipo wey hin dey service
We know that in Nigeria, governments unfortunately do not believe they are here to serve the people, but it is our duty to work together to change that unfortunate misunderstanding and disconnection.	We know say for Nigeria, goment unfortunately no  believe say dey kom here kom serve di pipo, but na awa duty to work togeda to change dat unfortunate misunderstandin and disconnection
There are other issues coming up in Kaduna State presently.	E get oda issue wey dey kom from Kaduna state presently
Indeed, the state under your governance has again been mentioned as one of the best governed and we hear of your achievements in infrastructural development.	For true di state under your goment dey don again mention am as one of di best governed and we hear of your achievement for infrastructural development
The dangers of travelling to Kaduna has hampered many of us from coming to see those achievements, but most people know that El-Rufai is a man of achievement and a stickler for standards.	Di danger to dey travel to Kaduna don hamper many of us to kom see dem achievement, but most pipo know say El-Rufai na man of achievement and stickler for standards
The Federal Capital Territory (FCT) cannot forget you in a hurry.	Di Federal Capital Territory(FCT) no fit forget you in hurry
Many people rue your absence as minister.	plenti pesin rue your absence as minister
A lot more remember you in dread.	plenti go remember you for dread
Unfortunately, many of the villages you cleared and many of the shanties you demolished are back “ this time with a vengeance.	Unfortunately, plenti of di village wey you clear and plenti of di shanties wey you demolish don kom back dis time wit vengeance
Why?	wetin?
The governments over time have made no plans for these poor folks, and human beings “ like water “ must find their levels.	Di goment over time don make no plan for dis poor folks, and human being  like water and must find dia level
If you are flying into Abuja at any point in time, look down from the window of your aeroplane and you will see just how badly shanties have metastasized since youve been gone.	If u dey fly go Abuja for any point for time, make you look down from di window of your aeroplane and u go see how bad shanties don metastasize since you don comot
Any minister who will try and correct this anomaly will have millions of refugees on his hands.	Any minister wey go try and correct dis anomaly go get millions of dem refugees for hin hand
In your time, it was 500,000 refugees we had.	for your time, na 500,000 refugees we don get
As at 2006, Nigeria had the second highest number of displaced people in the world “ after Iraq “ due to your actions.	For 2006, Nigeria get di second highest number of displace pipo for di world afta wey Iraq due to hin action
I recall writing to you then through my Daily Trust column, and appealing for the same thing that Dr Sabeh is now calling for; human face.	I remember say I write give you den through my Daily Trust column, dey appeal for di same thin wey Dr Sabeh dey call for human face
I quoted timeless Chinese wisdom by reminding you If your vision is one year, cultivate flowers.	I quote timeless Chinese wisdom as dey remind you your vision na one year, kom cultivate flowers
If it is 10, cultivate trees.	If na 10, cultivate trees
But if it is eternity, cultivate humans.	But if na eternity, cultivate human
The idea then was that you should go easy on you hard rhetoric that anyone earning less than N50,000 should return to their village, because Abuja is not for the poor.	Di idea den na say make e go easy on you hard rhetoric say anyone wey dey earn less  dan N50,000 make e return to village, bikos Abuja no dey for di poor
You said this on national TV and it was most unfortunate and unfeeling.	You tok say dis na national TV and e dey unfortunate and unfeelin
It was perhaps the most bourgeoisie thing ever said by someone in office.	Na for sure say most bourgeoisie thin wey pesin don eva tok for office
If anybody was to lay claim to Abuja as their inheritance, it should have been those Gwaris displaced from their ancestral land, many times without compensation.	If anybodi wan lay claim say Abuja be dia inheritance, e for be dose Gwaris wey dem displace from dia ancestral land, plenti time witout compensation
At what point did Abuja become a playground/inheritance for the nouveau riche?	For what point Abuja bikom playground/inheritance for di nouveau riche
While we watched on TV in 2006, whole families displaced in the thick of the rainy season, with their mattresses on their heads and their little toddlers in their hands, we heard of stories of people who committed suicide because both their homes and their businesses were demolished same day.	As we dey watch TV for 2006, families wey no get place to stay inside rainy season, wit dia mattress on dia head and dia little pikin for dia hand, we hear di storie of pipo wey kil diasef bikos both dia house and dia business na hin dey destroy di same day.
I learnt from one lady, who acted as secretary to some of your meetings back then, how much you took delight in displacing those poor folks and that in one instance, the appeals from Drs Oby Ezekwesili and Okonjo-Iweala could not dissuade you and you were jokingly called a sadist even as you departed the meeting to go and have another demolition.	I learn from one lady, who dey act as secretary to some of your meetin dem dat time , how you take enjoy displacin dose poor pipo at once, how Drs Oby Ezekwesili and Okonjo-Iweala dey beg you no change your mind and dem use style call you sadist as you comot for di meetin go demolish anoda place.
It sounded much like those folks in the south of the USA who used to take delight in hanging themselves another negro.	E sound much like di folks dem for di south of di USA wey dey take joy to dey hang demsef anoda negroa
Kaduna not only has a bloated civil service (as is), but also a problem with indiscriminate building of all sorts of structures where they shouldnt be “ like everywhere else in Nigeria.	Kaduna no only get bloat civil service but also problem wit indiscriminate buildin of all kind structure wia dey suppose be like Evri wia for Nigeria
Abuja claims to have a master plan which no one is supposed to see, thus making it a political plan not a geographical one.	Abuja claim to get master plan which no one suppose see, derfore making am political plan no be geographical one
Kaduna is NOT Abuja, and the people there may not have the mettle to withstand Hurricane Nasir, as we did here in Abuja up till 2007 under your iron grip.	Kaduna no be Abuja, and di pipo wey dey der fi no get di mettle to sand Hurricane Nasir, as we take do here for Abuja till 2007 under your Iron grip
You know you can easily get crazy once turned on.	You know say u fit easily craze wen dey turn you on
You confess to this yourself.	You confess am yoursef
You dont care whose ox is gored and this can be a good attribute to turn around a country such as ours, but it could also be deadly to a great many poor folks, especially in a Kaduna which is basically an agrarian and civil service state.	You no care which pesin ox dem kill and dis fit be good attribute to turn like our kontri around , but e fit dey deadly for plenti plenti poor folks, especially for Kaduna wey be simply agrarian and civil service state.
Is there any compensation for example, for those whose houses and shops you will demolish?	Compensation go dey for example dose one wey u go demolish dia house and shop
Is anyone listening to their stories of how they came about the land or spaces or have they been told to go to hell and back?	Anyone dey hear dia tor iof how dey kom about di land or space or dey don tell dem to go back hell?
Is it true that we should strive to achieve a glistening city in order to achieve accolades from far and near, not minding the human costs?	Na True say make we strive to achieve glistenin city in in oda to achieve accolades from far and near, no to mind di human coasts
Should governance be calibrated solely to appeal to the whims and fancies of the monied class?	Make goment calibate solely to appeal to di whim and fancies of di moni class
Look at Banana Island and Turnbull Street in Ikoyi.	look Banana Island and Turnbull Street for Ikoyi
The other day, the well-fed owners of properties there pushed a video wherein they filmed how their pristine space has been encroached by poor invaders.	Di oda day, di well feed owners of property der push one video wia dey fiilm how dia pristine space don encroach by poor invader
They almost labeled the poor people as vermin.	E remain small make dem call di poor pipo as vermin
The problem is not the invaders but a lack of integrated, inclusive planning.	Di pipo no be di invader but lack of integrated, inclusive plannin
As educated as we claim to be, we choose not to learn the nuanced lessons from the places we visit abroad.	As educated wey we claim be, we no choose to learn di nuance lessons from di place wey we visit for abroad
How can anyone think that the model of Banana Island will work forever when there is no provision for how the servants, drivers, gardeners and other dregs of the earth who serve these Lords of the Manor will get around; how they will eat their lunch, how they will survive and sleep close to where they are supposed to resume at 4am every day?	How anybodi fit think say di model of Banana Island go work foreva wen provision no dey on how servants, drivers, gardeners and oda low pipo weey dey dis oga for mansion dem go survive; how dem go eat dia lunch, how them go live and sleep close to wer dey suppose resume for 4am evri day?
Style and tech in 2021 Nissan Ariya	Style and tech for 2021 Nissan Ariya
More auto firms are investing heavily in electric vehicle production described as the future of automobiles.	more auto firms dey investigate heavily for electric vehicle production wey dem describe as di future of automobiles
One of the recently revealed EV offerings is the Nissan Ariya.	One of di EV offerin wey dem just reveal na di Nissan Ariya
This is a high-tech electric SUV with a 310-mile range.	Dis na high tech electic SUV wit 310 mile range
It comes with styling thats not changed dramatically from the 2019s	E kom wit stylin wey no change dramatically from 2019
concept car of the same name.	concept car wey get di same name
Nissan joined the SUVs market segment in 2016 with the launch of the Qashqai.	Nissan join di SUVs market segment for 2016 wit di launch of di Qashqai
The company however in its latest statement, said the Ariya is the ultimate expression of style and technology.	Di company for hin last statement, say di Ariya na di ultimate expression of style and technology
Power and Range	Power and Range
Power comes from two electric motors, but their output, range and how many wheels they drive depends on which model you choose.	Power kom from two electric motors, but dia output, range and how plenti wheels dey drive depend on which model dem choose
Even the entry-level two-wheel drive 63 kilowatts hour (kWh) model can take you 223 miles between charges and punts out 215bhp, though.	Even di entry-level two-wheel drive 63 kilowatts per hour(kWh) model fit take you 233 miles between charge and punt comot 215bhp
Theres an 87kWh version of the Ariya above that, with range increased to 310 miles and power boosted to 239bhp, and then versions of both cars with Nissans new e-4orce four-wheel drive system (and lower ranges consequently) too.	 87kWh version of Ariya dey above dat one, wit range wey increase go 310 miles and power wey boost reach to 239bhp, and den versions of di two cars wit Nissan new e-4orce four-wheel drive system (and lower ranges later) sef.
Then at the very top of the range sits the Ariya e-4orce 87kWh Performance, which offers up to 389bhp and a range of 248 miles.	Den for di top of di range sit  di Ariya e-4orce 87kWh performance, wey offer reach 389bhp and range of 248 mile
In terms of charging, lower-powered versions of the Ariya include a 7.4kW charging cable, while the more powerful versions come with a 22kW three-phase charger.	for term of chargin, low power versions of di Ariya include 7.4kW charging cable, wey di more powerful versions kom wit 22kW three phase charger
The Ariya can also support charging up to 130kW.	Di Ariya fit support chargin for 130kW
The Ariya comes with a V-Motion grille which features a 3D pattern with the brands new logo that lightens up thanks to 20 LEDs.	Di Ariya kom wit V-Motion grille wey feature 3D pattern wit di brand new logo wey light up thank you 20 LEDs
For even more style, Nissan is offering six two-tone paint and four full-body colour combinations, among them the signature Copper paint.	for more style, Nissan dey offer six two tone paint and fawa full-bodi colawa combination, wey dey part of dem na di signature Copper paint
A black roof is included with two-tone paint.	Black roof dey part wit two-tone paint
A set of sporty 19-inch aluminium wheels come standard and the 20-inches are optional.	Set of sporty 19-inch aluminium wheel kom strandard and di 20-inches dey optional
Space and Price	Di space and di price
Two-wheel drive versions of the Ariya have 466 litres of space available in their boots enabling the user to pack more holiday luggage but the four-wheel drive versions of the Ariya have less space.	Two-wheel drive version of di Ariya get 466 litre of space available for dia boots to allow user to pack more holiday luggage but di four-wheel drive versions of di Ariya get small space
Within the interior, there are two large 12.3-inch displays for the infotainment screen and drivers instrument gauge cluster.	for di interior, two large 12.3 inch display for di infotainment screen and drive instrument gauge cluster
It comes with Apple CarPlay, Android Auto, and Amazon Alexa.	E kom wit Apple Carplay, Android Auto, and Amazon Alexa
The slim profile Zero Gravity seats help provide additional legroom for both front- and rear-seat passengers.	Di slim profile Zero Gravity seat dey hep provide additional legroom for both front and back seat passenger
The Ariyas EV platform made it easy for engineers to free up cabin space in unique ways, such as mounting the climate control system under the hood where a combustion engine would have been.	Di Ariya EV platform make am easy for dem engineer to free up cabin space for unique ways, as to dey mount di climate control system under di hood wia combustion engine go don be
A transmission tunnel also isnt necessary with EVs and the Ariyas flat floor generates even more passenger and cargo space.	Transmission tunnel no dey necessary wit Evs and di Ariya flat floor dey generate plenti passenger and cargo space
Verily its time to ask for help	Verily na time to ask for help
In view of their accomplishments over the years, many readers would hardly come to terms with what had befallen the military in the last many years, particularly as it affects the fight against the Boko Haram insurgents, bandits and the insolent kidnappers.	Sake of dia accomplishments ova di years, many readers not fit really understand  wetin apun to di military for di last many years, particularly as e dey affect di fight against di Boko Haram insurgents, bandits and di insolent kidnappers dem.
Our military have had a distinguished record in the field starting in regional and international peace keeping.	awa military don get distinguish record for di field startin for regional and international peace kipin
At independence in 1960 when we joined the United Nations, we immediately started to contribute our armed forces personnel to peace keeping efforts.	For independence for 1960 wen we join di United  Nations, we don immediately start to contribute awa armed force personnel to peace kipin efforts
Our troops were said to have acquitted themselves creditably in Congo 1960-64, Tanzania 1960-62 and Pakistan 1965-66.	Dem tok say awa troop don acquit dimsef creditable for Congo 1960-64, Tanzania 1960-62 and Pakistan 1965-66
By the time our civil war broke out in 1967 our troops have already had some fighting experience which probably came to help to crush a well-armed and determined secessionist movement in a mere 30 months.	By di time wey awa civil war break out for 1967, awa troop don already get fightin experience wey fi don kom to help crush well armed and determin secessionist movement for mere 30 month
Thereafter, this prowess of our troops made them very much sought-after by the United Nations whenever and wherever there was a conflict, to contribute to a peace keeping force and or international military observatories.	afta, dis prowess  of awa troop make dem dey very sought afta by di United Nation weneva and wiaeva conflict dey, to contribute to peace kipin force and international military contribution
Our troops served everywhere.	awa troops don serve Evriwia
In 1978 we were in Lebanon as part of UNFIL, Chad in 1981, along Iran-Iraq border UNIMOG in 1988, Kuwait UNICOM in 1991, Angola 91, Namibia 89, Cambodia 92, Yugoslavia 92, etc.	For 1978 we dey Lebanon as part of UNFIL, Chadfor 1981, wit Iraq border UNIMOG for 1988, Kuwait UNICOM for 1991, Angola 91, Namibia 89, Cambodia 92, Yugoslavia 92 
Of course nearer home in Sierra Leonne and Liberia, our troops and the resources Nigeria committed made the difference in those countries from falling apart or remaining intact.	Na true near home for Sierra Leonne and Liberia, awa troop and di resource Nigeria commit make di difference for those kontris to fall apart or to remain intact
In 2007 this country was in such a confident position in the ability of our Army as a can-do force that it voiced opposition to AFRICOM, a combatant command that USA created as an outfit to watch over Al Qaeda and other terrorists operations in Africa.	For 2007 dis kontri dey position wet we fit get confidence for di ability of our Army as force wey strong, say hin be voiced opposition to AFRICOM, one combatant command wey USA create to dey watch ova Al Qaeda and oda terrorists operations for Africa.
The USA had to back down from establishing the command post on an African soil, because Nigeria, South Africa and Libya voiced their loud opposition to the plan.	Di USA back down to dey establish di command post for Africa soil, bikos Nigeria,  South Africa and Libya voice dey loud opposition to di plan
In fact, Nigeria was so belligerent in its opposition that the government spokesman said that we did not only reject AFRICOM on Nigerias soil but also would not want to see it in any African country.	In fact, Nigeria too dey belligerent for hin opposition say di goment tok tok pesin tok say we no only reject AFRICOM for Nigeria soil but also e no go wan see am for Africa kontri dem
The rejection was loud and clear and the US had to accede to let AFRICOM berth in Stuttgart, Germany where it had maintained other combatant commands, since the close of World War 2.	Di  rejection dey loud and clear and di US gats accede, make dem allow AFRICOM berth for Stuttgart, Germany wia e go maintain oda combatant command, since dey don close world war II
But honestly we must admit that things have turned awry for our armed forces in the last 10 or so years.	But honestly we must admit say thins don turn away for awa armed force for di last 10 years
The fight against the Boko Haram armed insurgents has run into a quagmire.	Di fight against Boko Haram armed insurgent don run inside quagmire
Not only that but other forms of insurgencies have cropped up in the form of a wholesale flourishing kidnapping industry and other forms of banditry.	no be only dat one but oda form of insurgency  don crop up for di form of wholesale to dey flourish kidnappin industry and oda form of bandit
Nobody has been able to accurately pinpoint why the fight against the Boko Haram insurgents, whom many considered as a ragtag assemblage, has confounded our armed forces.	nobodi fi don dey able to accurately pinpoint why di fight against di Boko Haram insurgents wey plenti consider as ragtag assemblage, don confound awa armed force
We thought our forces lacked material and the whole nation rose in unison to support the President when he wanted billions direct from the Federation Account to buy arms.	we think say awa force don lack material and di whole nation raise for unison to support di President wen dey want billions direct from Federation Account to buy arms
The money was drawn, spent and probably arms were bought but conditions merely deteriorated with the insurgency now precariously spreading across the nation.	dey draw moni, dey spend am and maybe dey buy arm but condition merely deteriorate wit insurgency kom precarious kom dey spread across di nation
That much was said by Governor Sani Bello when he warned that the Boko Haram fighters have raised their infamous flags in his domain and are within walking distance of Abuja the federal capital.	Governor Sani Bello tok plenti wen hin warn Boko Haram fighter don raise dia infamous flag for hin domain and dey walkin distance of Abuja. di Federal Capital
Mohammed Ali Ndume, the Senator representing Borno South has been everywhere in the media lately decrying the deficits in the war effort.	Mohammed Ali Ndume, wey be di senator wey dey represent Borno South don dey Evriwia for di media lately, dey decry say di deficits for di war effort
Senator Ndume should know, because he is the Chairman of the Senate Committee on the Army.	Senator Ndume suppose know, bikos hin be di chairman of di Senate Committee for di Army
Vibrant and passionate, Ndume has never been short of words advancing the cause of his constituency that is presently besieged by Boko Haram insurgents.	Vibrant and Passionate, Ndume neva don dey dey short of  word advancin di kos of hin constituency wey dey presently besieged by Boko Haram insurgent
He had put it plainly across that the entire armed forces lack the material to accomplish the myriad of assignments before them.	Hin gah put am plainly across say di entire arm force lack di of material to accomplish di myriad of assigment before dem
On top of that they lack the numbers required.	on top dat dey lack di number wey dey need
That would probably explain why despite their pedigree our armed forces are bogged down by a number of ragtag brigands.	dat go maybe explain why despite dia pedigree, awa arm force dey bogged down by number of ragtag brigands
To worsen matters, the casualties are rising by the day.	 To kom worse mata, di casualties dey raise by di day
The gory statistics given a few days ago by Samuel Aruwan, Kaduna State Commissioner of Internal Affairs and Internal Security, are frightening enough.	Di glory statistics wey Samuel Aruwan, give few days ago, Kaduna state commissioner of internal Affairs and International Security, dem dey fear reach
He reported that in only three months between January and March 2021, bandits terrorising Kaduna State have killed 323 and abducted 949 citizens.	Hin report say for three month between January and March 2021, bandit wey dey terrorise Kaduna State don kill 323 and don con abduct 949 citizen
I guess similar figures might show up from neighbouring Katsina, Niger and Zamfara States if they kept statistics.	I think say similar figure fit show up from neighbour wey dey Katsina, Niger and Zamfara State if dey kip  statistics
It is time for a change of heart to probably do what would have been unthinkable some years ago.	Time don kom for change of heart, maybe do wetin fit don dey unthinkable  some year ago
I am glad that the President has lately been won over to this argument.	I dey hapi say dey don win di President for di argument
This became evident when at a televised virtual meeting with the US Secretary of State Antony Blinken he specifically asked the US to reconsider relocating the US Africa Command (AFRICOM) from Stuttgart to Africa so as to bring it nearer to the theatre of operations and help to strengthen the ongoing efforts to check the security situation.	Dis one sho wella wen for one televised virtual meetin wit di US Secretary of State, Antony Blinken he specifically ask di US make dem reconsider relocatin the US Africa Command (AFRICOM) from Stuttgart go Africa so e go dey close to di theatre of operations and e go hep strengthen di ongoin efforts to check di security situation.
I watched the exchanges closely and clearly saw the President grimace when he came to the point in his speech where he asked the US to move AFRICOM to Africa.	I see di exchange close and clear I see di President grimace wen hin kom to di point for hin speech wia hin ask di US to move AFRICOM  kom Africa
It is the kind of surrender only Generals understand, as a painful duty to save a territory, fighting men and material.	Na di kind surrender wey only Generals understand, as painful duty to save territory, fightin men and material
42nd Kaduna fair: KADCCIMA strategises to develop economy	42nd Kaduna fair KADCCIMA don strategise to develop economy
The Kaduna Chamber of Commerce Industry Mines and Agriculture (KADCCIMA) Monday organised a seminar to discuss strategies that will aid in the development of the nations economy through domestic production.	Di Kaduna Chamber of Commerce Industry Mines and Agriculture(KADCCIMA)for Monday dey organise seminar to discuss strategies wey go aid for di development of di nation economy through domestic production
Speaking at the seminar on Monday as part of actives lined up for the ongoing 42nd Kaduna International Trade Fair with them, Promoting Domestics Production to Mitigate the Current Economic Challenges, the chairman of the occasion and the Managing Director of the Bank of Industry Lagos branch, Dr Aliyu Dikko, said there is no white-collar job anymore.	As he dey tok for di seminar on Monday as part of as wetin dey don plan do for di ongoin 42nd Kaduna International Trade Fair wit them, Promotin Domestics Production to use Mitigate di Current Economic Challenge dem, di chairman of di occasion and di Managin Director of di Bank of Industry Lagos branch, Dr Aliyu Dikko, tok say white-collar job no dey again.
He, therefore, urged Nigerians especially the youth to embrace entrepreneurship as there are many opportunities in the private sector.	Hin,derfore,advise Nigerians especially di youth to embrace entrepreneurship as plenti opportunity dey for private sector
The Guest Speaker and Executive Chairman, Adhama Textiles and Garment Industries, Kano, Alhaji Saidu Dattijo Adhama assured that there are a lot of jobs in the private sector that will make one earn money.	Di Kaduna Chamber of Commerce Industry Mines and Agriculture(KADCCIMA)for Monday dey organise seminar to discuss strategies wey go aid for di development of di nation economy through domestic production
Alhaji Adhama pointed that textile industries have faced major setbacks due to many challenges such as lack of electricity and advocated that Nigeria needs modern restructuring such as super restructuring to address the lingering challenges.	Alhaji Adhama point say textile industry don face major set back due to say plenti challenge like electricity and advocate say Nigeria need mordern restructurin like restructurin wey dey  super
He there urged the government and the private sectors to look back and figure out where the problem emerged from so as to treat the problems and find a lasting solution.	Hin con urge di goment and di private sector to look back kom figure out wia di problem take start from so as to treat di problem kom find lasting solution 
The Governor of Kaduna State, Nasir El-Rufai who was reported led by the Permanent Secretary, Kaduna State Ministry of Business, Innovation and Technology, Dr Haliru Musa Soba said the theme of the 42nd Trade Fair was apt as many businesses are still trying to survive from the setback poised from COVID-19 pandemic.	Di Governor of Kaduna State, Nasir El-Rufai wey dey report say Permanent Secretary led, Kaduna State Ministry of Business, Innovation and Technology, Dr Haliru Musa Soba tok say di theme of di 42nd Trade Fair fit am wella as many businesses still dey try survive from di setback wey COVID-19 pandemic kos.
He said the ministry has established business clinics so as to attend to businesses by regularising businesses.	Hin tok say di ministry don establish business clinic so as to attend businesses  to dey regularise cusinesse
Akwa Utd reclaim top spot despite barren draw with Rangers	Akwa Utd reclaim top spot as dey draw wit Rangers
Akwa United yesterday played out a goalless with Enugu Rangers in Uyo in the 2021 Nigeria Professional Football League, NPFL week 22 fixture but reclaimed the top spot with superior goal difference.	Akwa United for yesterday play goaless wit Enugu Rangers for Uyo for 2021 Nigeria Professional Football League, NPFL week 22 fixure but claim di top spot wit superior goal difference
On Sunday, Kano Pillars who were forced to 1-1 draw at Katsina United moved to the top of the table with 41 points while Akwa United who were yet to play Rangers came down to second position with 40 points.	For Sunday, Kano Pillars wey dem force to draw 1-1 for Katsina United move go di top of di table wit 41 point wen Akwa United wey neva play Ranger kom down enter second position wit 40 point
Therefore, the draw in yesterdays ill-tempered tie with Rangers returned the Promise keepers to the top of the table with 41 points as Pillars who have inferior goal diference of plus 8 dropped to second position.	Na e make am be say, di draw for yesterday ill-tempered draw wit Ranger return di Promise kiper to di top of di table wit 41 point for Pillars wey get inferior goa difference wey be plus 8  drop go second
Going by the recent performance of Rangers which saw them suffer a 0-1 loss at home against Rivers United last Sunday, Akwa United were favoured to win the maximum points.	To go by di recent performance wey Rangers, wey make dem see suffer 0-1 for dia against Rivers United for last Sunday, Akwa United see favour to win di maximum point
After a fruitless first half, Akwa United made triple substitutions in the 65th minute taking off Mfon Udoh, Ubong Friday and Ikechukwu Nwani for Nasiru Jibril, Wisdom Fernando and Ibrahim Abubakar Aliyu.	Afta wey dem play fruitless first half, Akwa United make triple substitution for di 65th minute wey dey use comot Mfon Udoh, Ubong Friday and Ikechukwu Nwani for Nasiru Jibril, Wisdom Fernado and Ibrahim Abubakar Aliyu
The introduction of the trio proved impactful as Akwa United turned the heat on Rangers defence as substitute Aliyu forced a save off Mutawakilu Seidu in the 66th minute.	Di introduction of di trio prove impactful as Akwa United turn di heat on Rangers defence as pesin wey dem carry enta Aliyu force save Mutawakilu Seidu for di 66th minute
